x,y,yaw_deg
-1.5527617937678808e-16,-1.7050891421918535e-26,-3.81666561775622e-13
0.25499999981203003,1.4269066444940522e-17,-1.348555184940531e-12
0.5149999998120152,1.250540572578951e-16,-1.4503329347473637e-12
0.7749999998119999,3.3560911033410385e-16,-1.50122180965078e-12
1.0249999998120098,5.58166106758753e-16,-1.4757773721990718e-12
1.2749999998120194,6.631994661522392e-16,-1.5775551220059043e-12
1.5249999998120292,7.272245851988242e-16,-1.6284439969093206e-12
1.7849999998120136,1.0633048545455365e-15,-1.7556661841678612e-12
2.044999999315978,1.3623776225678396e-15,-2.2391104957503156e-12
2.294999999408066,1.5224220156866944e-15,-2.4172215579122727e-12
2.5126556840887737,-0.12379085048613168,-91.38097071187252
2.477967050623228,-0.3713725516252579,-91.38097071198156
2.4432784171653292,-0.6189542527094976,-91.38097071230372
2.4085897837076216,-0.8665359537914507,-91.38097071244685
2.3739011502502096,-1.1141176548719338,-91.38097071255304
2.3392125167928044,-1.3616993559517883,-91.38097071269257
2.1540011964580517,-1.5313707315778302,-177.17110894410305
1.907969302002572,-1.4870051258990649,-177.17110894258875
1.6619374075768822,-1.4426395202257507,-177.17110894260904
1.4159055131834246,-1.398273914558341,-177.17110894322033
1.1698736188094518,-1.3539083088944597,-177.171108943227
0.9238417244472693,-1.3095427032327447,-177.17110894386806
0.920526475290978,-1.5667410064560523,-74.68088888662673
0.9630182612574675,-1.8131034389115532,-74.68088859915515
1.0072097186626179,-2.069320368665258,-74.68088849131702
1.0320301983674092,-2.325068357513263,-95.64467056368535
0.977667093337242,-2.5690860890017433,-95.6446779367996
0.9211294642594157,-2.8228645287838203,-95.6446808181021
0.8667663593767996,-3.0668822593438096,-95.64468179652525
0.8113159923825097,-3.315780344512801,-95.73260820427635
0.7558656253880457,-3.564678429683,-95.8243250492947
0.7974745631237541,-3.8147869104611964,-12.119643813672038
1.0414489254641799,-3.8693443161967065,-12.119643906669042
1.2854232878045988,-3.9239017219322005,-12.119643939431121
1.540316913948508,-3.903294605847433,9.819918125533217
1.785817972730976,-3.8560798821191287,9.81991884809201
2.031319031513452,-3.808865158390829,9.819919111657047
2.048852343217868,-3.556464334955922,94.01956665416084
2.016641219918508,-3.3085481322923664,94.01936377799075
1.984430096605147,-3.0606319295100777,94.01936377822311
1.9522189733052582,-2.812715726831889,94.01936377841034
1.9200078500082356,-2.564799524177995,94.01936377857078
1.8877967267114697,-2.31688332152616,94.01936377862783
1.855585603414609,-2.0689671188754657,94.01936377877453
1.823374480117408,-1.8210509162252746,94.01936377841955
1.8042397676211412,-1.5630858519270527,84.15371053501674
1.8329879106419114,-1.304680077899286,84.15370379112152
1.8617360536622714,-1.046274303442049,84.15370148865937
1.930410950084576,-0.7966208590405089,72.94329411575885
1.9602092511224454,-0.5398054482183935,86.95753932523303
1.9753989716915126,-0.29026733011008726,86.95753931497109
1.9905886922605667,-0.0407292120017524,86.95753931119316
2.0057784128296148,0.20880890610661024,86.95753930981064
2.0209681333986547,0.4583470242149702,86.95753930929205
1.7677076393483793,0.4923465731334255,-175.2023266611262
1.5200983931785392,0.45785510686347347,-175.20213881704842
1.2724891470354844,0.4233636405971903,-175.2023266614621
1.0248799009086735,0.38887217433312277,-175.20232666138924
0.7772706547916717,0.3543807080703112,-175.20232666124363
0.5296614086806254,0.3198892418082109,-175.20232666115857
0.282052162573153,0.2853977755466759,-175.20232666108058
0.034442916467827385,0.25090630928545893,-175.20232666105704
-0.2131663296361828,0.21641484302441386,-175.20232666139484
